"MoMoK_Nr","Name","Bundesland","Datum","Nr_PK","Nr","Baumartengruppe","TYP","Hoehe/Laenge [dm]","Durchmesser [cm]","Zersetzungsgrad"
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",5,2,2,73,"13",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",6,2,2,53,"10",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",7,2,3,57,"16",2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",8,2,2,80,"16",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",9,2,2,91,"16",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",10,2,2,71,"13",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",11,2,2,60,"13",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",12,2,2,82,"12",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",13,2,2,72,"11",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",14,2,2,91,"17",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",15,2,3,50,"10",1
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",16,2,3,30,"12",2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",17,2,3,52,"12",2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",18,2,1,54,"8",3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",19,2,1,77,"12",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",20,2,1,27,"11",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",21,2,1,15,"8",5
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",22,2,3,19,"11",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",23,2,1,31,"10",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",24,2,1,61,"10",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",25,2,1,60,"12",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",26,2,1,37,"12",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",27,2,3,42,"10",2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",28,2,1,59,"9",3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",29,2,1,23,"11",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",30,2,3,60,"12",2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",31,2,3,44,"9",2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",32,2,3,37,"9",2
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",33,2,4,3,"27",5
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",34,2,1,30,"10",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",35,2,1,45,"11",3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",36,2,1,43,"9",2
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",1,1,4,6,"27",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",2,1,4,2,"18",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",3,1,4,2,"32",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",4,1,4,2,"28",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",5,1,4,3,"46",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",6,1,1,11,"10",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",7,1,4,7,"21",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",8,1,1,4,"9",4
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",9,1,4,7,"12",4
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",10,1,4,6,"42",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",11,1,1,22,"9",4
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",12,1,1,29,"14",4
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",13,1,1,23,"9",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",14,1,4,8,"35",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",15,1,4,3,"20",5
35500,"Jävenitzer Moor/Gardelegen","ST",2022-10-19,"MB",16,1,4,5,"26",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",1,1,4,2,"27",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",2,1,4,2,"17",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",3,1,4,2,"27",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",4,1,4,2,"30",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",5,1,4,2,"15",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",6,1,4,2,"40",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",7,1,4,7,"15",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",8,1,4,4,"75",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",9,1,4,2,"24",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",10,1,4,3,"30",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",11,1,4,3,"30",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",12,1,4,2,"23",5
27040,"Palmbruch/Morbach","RP",2023-02-13,"MB",13,1,4,2,"31",5
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",1,2,3,19,"28",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",2,2,4,8,"20",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",3,2,4,6,"32",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",4,2,4,11,"11",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",5,2,2,12,"12",1
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",6,2,3,34,"25",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",7,2,2,23,"23",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",8,2,2,10,"10",1
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",9,2,2,15,"13",1
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",10,2,2,16,"14",1
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",11,2,3,30,"22",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",12,2,1,110,"11",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",13,2,1,68,"13",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",14,2,1,70,"11",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",15,2,1,102,"28",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",16,2,1,180,"17",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",17,2,1,130,"20",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",18,2,4,8,"30",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",19,2,1,127,"10",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",20,2,1,130,"21",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",21,2,1,120,"20",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",22,2,4,3,"15",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",23,2,4,8,"24",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",24,2,4,6,"15",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",25,2,1,6,"16",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",26,2,1,102,"16",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",27,2,1,62,"12",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",28,2,4,4,"17",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",29,2,1,143,"18",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",30,2,1,96,"11",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",31,2,1,70,"23",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",32,2,1,47,"15",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",33,2,4,7,"29",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",34,2,1,9,"22",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",35,2,1,32,"11",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",36,2,1,9,"27",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",37,2,1,24,"11",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",38,2,4,5,"37",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",39,2,4,11,"24",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",40,2,1,122,"9",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",41,2,1,79,"20",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",42,2,4,8,"15",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",43,2,1,38,"13",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",44,2,1,143,"29",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",45,2,3,15,"23",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",46,2,1,60,"28",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",47,2,1,74,"29",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",48,2,1,50,"23",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",49,2,1,20,"11",3
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",50,2,1,80,"9",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",51,2,1,60,"15",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",52,2,1,150,"12",2
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",53,2,1,15,"10",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",54,2,1,40,"11",4
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",55,2,1,90,"16",5
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",56,2,4,2,"42",5
27011,"Landstuhler Bruch","RP",2023-02-08,"MB",57,2,4,2,"23",4
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",1,1,3,45,"13",2
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",2,1,3,46,"13",2
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",3,1,3,71,"16",4
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",4,1,3,54,"14",4
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",5,1,4,8,"11",4
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",6,1,1,18,"10",3
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",7,1,1,57,"7",3
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",8,1,1,39,"6",3
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",9,1,4,2,"11",4
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",10,1,4,2,"20",5
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",11,1,1,11,"7",2
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",12,1,1,42,"13",4
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",13,1,4,60,"21",5
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",14,1,1,11,"19",2
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",15,1,1,21,"8",3
26010,"Brander Bruch/Münden","RP",2023-02-06,"MB",16,1,1,22,"11",2
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",1,1,4,6,"10",4
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",2,1,3,73,"10",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",3,1,4,3,"13",4
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",4,1,3,17,"10",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",5,1,3,106,"18",2
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",6,1,3,16,"10",2
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",7,1,4,6,"14",4
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",8,1,4,2,"22",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",9,1,4,11,"10",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",10,1,3,30,"13",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",11,1,3,39,"10",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",12,1,2,120,"16",1
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",13,1,1,21,"11",2
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",14,1,4,2,"22",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",15,1,4,55,"11",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",16,1,4,105,"11",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",17,1,1,140,"24",1
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",18,1,1,100,"14",2
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",19,1,4,3,"23",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",20,1,4,3,"25",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",21,1,4,2,"22",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",22,1,4,4,"27",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",23,1,4,4,"35",4
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",24,1,4,4,"11",4
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",25,1,1,75,"8",2
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",26,1,4,5,"11",4
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",27,1,4,3,"12",4
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",28,1,1,57,"9",2
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",29,1,1,11,"10",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",30,1,4,2,"37",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",31,1,4,2,"36",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",32,1,1,12,"10",4
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",33,1,4,2,"25",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",34,1,1,26,"9",3
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",35,1,4,2,"30",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",36,1,4,2,"17",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",37,1,4,2,"16",5
26020,"Ellerhorst/Münden","HE",2023-02-06,"MB",38,1,4,42,"7",3
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",1,1,3,105,"14",3
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",2,1,3,110,"13",3
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",3,1,4,2,"20",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",4,1,4,3,"31",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",5,1,4,1,"20",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",6,1,4,6,"11",4
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",7,1,1,63,"10",4
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",8,1,4,3,"10",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",9,1,1,31,"9",4
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",10,1,4,2,"15",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",11,1,4,2,"14",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",12,1,4,2,"26",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",13,1,4,2,"38",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",14,1,4,2,"27",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",15,1,4,2,"31",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",16,1,4,2,"25",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",17,1,4,2,"13",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",18,1,4,2,"32",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",19,1,4,2,"16",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",20,1,4,2,"20",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",21,1,4,2,"20",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",22,1,1,14,"10",4
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",23,1,4,4,"17",4
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",24,1,4,3,"14",5
26030,"Krämersgrund/Wetter","HE",2023-02-14,"MB",25,1,4,2,"20",4
21030,"Schwonau","SH",2023-05-01,"MB",1,1,1,97,"13",2
21030,"Schwonau","SH",2023-05-01,"MB",2,1,1,22,"10",5
21030,"Schwonau","SH",2023-05-01,"MB",3,1,1,55,"15",5
21030,"Schwonau","SH",2023-05-01,"MB",4,1,4,5,"17",5
21030,"Schwonau","SH",2023-05-01,"MB",5,1,1,58,"12",3
21030,"Schwonau","SH",2023-05-01,"MB",6,1,2,169,"25",1
21020,"Krummsee","SH",2023-05-04,"MB",1,1,2,153,"31",1
21020,"Krummsee","SH",2023-05-04,"MB",2,1,3,67,"21",2
21020,"Krummsee","SH",2023-05-04,"MB",3,1,2,141,"22",2
21020,"Krummsee","SH",2023-05-04,"MB",4,1,3,85,"23",2
21020,"Krummsee","SH",2023-05-04,"MB",5,1,4,13,"14",4
21020,"Krummsee","SH",2023-05-04,"MB",6,1,1,36,"16",4
21020,"Krummsee","SH",2023-05-04,"MB",7,1,1,27,"13",5
21020,"Krummsee","SH",2023-05-04,"MB",8,1,1,21,"14",4
21020,"Krummsee","SH",2023-05-04,"MB",9,1,1,16,"10",5
21020,"Krummsee","SH",2023-05-04,"MB",10,1,3,18,"17",5
21020,"Krummsee","SH",2023-05-04,"MB",11,1,1,18,"15",5
21020,"Krummsee","SH",2023-05-04,"MB",12,1,1,42,"10",3
21020,"Krummsee","SH",2023-05-04,"MB",13,1,1,105,"16",3
21020,"Krummsee","SH",2023-05-04,"MB",14,1,1,46,"16",2
21020,"Krummsee","SH",2023-05-04,"MB",15,1,1,24,"19",3
21020,"Krummsee","SH",2023-05-04,"MB",16,1,1,16,"18",3
21020,"Krummsee","SH",2023-05-04,"MB",17,1,1,121,"14",3
21020,"Krummsee","SH",2023-05-04,"MB",18,1,1,43,"13",4
21020,"Krummsee","SH",2023-05-04,"MB",19,1,1,55,"15",5
21020,"Krummsee","SH",2023-05-04,"MB",20,1,1,50,"14",5
21020,"Krummsee","SH",2023-05-04,"MB",21,1,1,52,"9",3
21020,"Krummsee","SH",2023-05-04,"MB",22,1,4,6,"28",5
21020,"Krummsee","SH",2023-05-04,"MB",23,1,1,20,"17",5
21020,"Krummsee","SH",2023-05-04,"MB",24,1,1,33,"16",5
21020,"Krummsee","SH",2023-05-04,"MB",25,1,1,30,"19",4
21020,"Krummsee","SH",2023-05-04,"MB",26,1,1,60,"14",4
21020,"Krummsee","SH",2023-05-04,"MB",27,1,1,22,"16",5
21020,"Krummsee","SH",2023-05-04,"MB",28,1,1,20,"13",5
21020,"Krummsee","SH",2023-05-04,"MB",29,1,4,12,"20",5
21020,"Krummsee","SH",2023-05-04,"MB",30,1,1,24,"12",5
21020,"Krummsee","SH",2023-05-04,"MB",31,1,4,4,"20",5
21020,"Krummsee","SH",2023-05-04,"MB",32,1,1,22,"13",5
21020,"Krummsee","SH",2023-05-04,"MB",33,1,4,13,"8",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",1,1,4,3,"12",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",2,1,4,3,"31",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",3,1,1,88,"7",3
23061,"Wildenkiel 2","NS",2023-06-06,"MB",4,1,4,2,"18",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",5,1,4,4,"27",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",6,1,4,2,"17",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",7,1,1,71,"9",3
23061,"Wildenkiel 2","NS",2023-06-06,"MB",8,1,4,3,"16",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",9,1,4,2,"13",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",10,1,1,92,"9",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",11,1,4,2,"28",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",12,1,4,3,"18",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",13,1,4,3,"18",3
23061,"Wildenkiel 2","NS",2023-06-06,"MB",14,1,1,60,"10",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",15,1,4,2,"31",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",16,1,4,2,"40",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",17,1,4,4,"18",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",18,1,1,13,"11",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",19,1,1,25,"11",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",20,1,4,2,"15",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",21,1,4,2,"23",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",22,1,1,83,"9",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",23,1,1,75,"13",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",24,1,3,46,"10",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",25,1,4,2,"39",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",26,1,4,2,"13",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",27,1,1,57,"8",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",28,1,1,82,"11",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",29,1,4,2,"18",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",30,1,1,66,"8",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",31,1,1,56,"10",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",32,1,4,2,"23",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",33,1,1,4,"9",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",34,1,1,55,"14",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",35,1,1,47,"11",4
23061,"Wildenkiel 2","NS",2023-06-06,"MB",36,1,4,2,"17",5
23061,"Wildenkiel 2","NS",2023-06-06,"MB",37,1,4,2,"20",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",1,2,2,141,"17",2
23060,"Wildenkiel 1","NS",2023-06-06,"MB",2,2,2,89,"12",2
23060,"Wildenkiel 1","NS",2023-06-06,"MB",3,2,4,2,"21",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",4,2,1,113,"7",3
23060,"Wildenkiel 1","NS",2023-06-06,"MB",5,2,4,3,"55",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",6,2,4,2,"14",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",7,2,1,81,"7",3
23060,"Wildenkiel 1","NS",2023-06-06,"MB",8,2,4,2,"27",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",9,2,4,2,"22",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",10,2,4,2,"22",4
23060,"Wildenkiel 1","NS",2023-06-06,"MB",11,2,4,2,"21",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",12,2,4,2,"26",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",13,2,4,6,"27",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",14,2,1,84,"19",2
23060,"Wildenkiel 1","NS",2023-06-06,"MB",15,2,1,45,"19",4
23060,"Wildenkiel 1","NS",2023-06-06,"MB",16,2,1,20,"18",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",17,2,4,2,"32",5
23060,"Wildenkiel 1","NS",2023-06-06,"MB",18,2,4,2,"40",5
23150,"Wildenloh","NS",2023-06-29,"MB",1,2,2,110,"20",2
23150,"Wildenloh","NS",2023-06-29,"MB",2,2,2,95,"15",2
23150,"Wildenloh","NS",2023-06-29,"MB",3,1,4,10,"19",5
23150,"Wildenloh","NS",2023-06-29,"MB",4,2,2,106,"27",2
23150,"Wildenloh","NS",2023-06-29,"MB",5,2,2,84,"17",2
23150,"Wildenloh","NS",2023-06-29,"MB",6,1,1,22,"11",5
23150,"Wildenloh","NS",2023-06-29,"MB",7,1,3,39,"11",4
23150,"Wildenloh","NS",2023-06-29,"MB",8,2,1,34,"15",5
23150,"Wildenloh","NS",2023-06-29,"MB",9,2,1,88,"11",4
23150,"Wildenloh","NS",2023-06-29,"MB",10,2,1,41,"8",2
23150,"Wildenloh","NS",2023-06-29,"MB",11,2,1,122,"15",3
23150,"Wildenloh","NS",2023-06-29,"MB",12,2,1,52,"9",2
23170,"Holzurburg","NS",2023-06-28,"MB",1,2,1,73,"13",3
23170,"Holzurburg","NS",2023-06-28,"MB",2,2,1,35,"27",2
23170,"Holzurburg","NS",2023-06-28,"MB",3,2,4,22,"3",4
23170,"Holzurburg","NS",2023-06-28,"MB",4,2,1,83,"17",5
23170,"Holzurburg","NS",2023-06-28,"MB",5,2,1,60,"11",3
23170,"Holzurburg","NS",2023-06-28,"MB",6,2,1,60,"18",4
23170,"Holzurburg","NS",2023-06-28,"MB",7,2,1,74,"10",3
23170,"Holzurburg","NS",2023-06-28,"MB",8,2,1,118,"11",4
23170,"Holzurburg","NS",2023-06-28,"MB",9,2,4,24,"3",5
23170,"Holzurburg","NS",2023-06-28,"MB",10,2,1,101,"12",4
23170,"Holzurburg","NS",2023-06-28,"MB",11,2,1,150,"12",3
23170,"Holzurburg","NS",2023-06-28,"MB",12,2,1,110,"23",4
23170,"Holzurburg","NS",2023-06-28,"MB",13,2,1,53,"8",4
23170,"Holzurburg","NS",2023-06-28,"MB",14,2,1,38,"24",4
23170,"Holzurburg","NS",2023-06-28,"MB",15,2,1,115,"17",4
23170,"Holzurburg","NS",2023-06-28,"MB",16,2,1,35,"9",4
23170,"Holzurburg","NS",2023-06-28,"MB",17,2,1,13,"23",4
23170,"Holzurburg","NS",2023-06-28,"MB",18,2,4,2,"17",5
23170,"Holzurburg","NS",2023-06-28,"MB",19,2,1,115,"17",3
23170,"Holzurburg","NS",2023-06-28,"MB",20,2,1,62,"9",3
23170,"Holzurburg","NS",2023-06-28,"MB",21,2,4,3,"31",4
23170,"Holzurburg","NS",2023-06-28,"MB",22,2,1,56,"11",4
25100,"Ebbemoor","NRW",2023-07-04,"MB",1,1,4,3,"21",5
25100,"Ebbemoor","NRW",2023-07-04,"MB",2,1,4,4,"17",5
33300,"Buchenhorst","MV",NA,"1",1,1,4,1,"24.5",5
33300,"Buchenhorst","MV",NA,"1",2,1,1,23,"13.5",3
33300,"Buchenhorst","MV",NA,"1",3,1,5,127,"12.3",2
33300,"Buchenhorst","MV",NA,"1",4,1,4,1,"12.5",5
