"MoMoK_Nr","Spalte1","Bundeland","Datum","Nr_VJ_PK","Lage","Distanz MB [cm]","pk_maxdist [cm]","LfdNr","Baumart (Code)","Baumart","Hoehe [cm]","grklasse"
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,4,214,"BKI",115,1
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,5,214,"BKI",150,1
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,6,214,"BKI",580,1
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,7,214,"BKI",640,1
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,8,214,"BKI",600,2
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,9,214,"BKI",350,3
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,10,214,"BKI",105,1
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,1,214,"BKI",470,1
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,2,214,"BKI",670,3
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,3,214,"BKI",260,1
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,4,214,"BKI",160,1
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,5,214,"BKI",130,1
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,6,214,"BKI",190,1
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,7,214,"BKI",540,3
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,8,214,"BKI",165,1
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,9,214,"BKI",160,1
28160,"Steerenmoos","BW",2024-05-31,"W","West",1000,332,10,214,"BKI",400,1
28120,"Bitzenbrunner Moos","BW",2024-05-30,"S","Süd",1000,397,1,207,"GFI",390,1
28120,"Bitzenbrunner Moos","BW",2024-05-30,"S","Süd",1000,397,2,207,"GFI",390,2
28120,"Bitzenbrunner Moos","BW",2024-05-30,"W","West",1000,499,1,207,"GFI",80,0
28120,"Bitzenbrunner Moos","BW",2024-05-30,"W","West",1000,499,2,207,"GFI",490,3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"W","West",1000,499,3,207,"GFI",520,3
28120,"Bitzenbrunner Moos","BW",2024-05-30,"W","West",1000,499,4,207,"GFI",420,2
23070,"Otternhagener Moor","NS",2024-06-18,"N","Nord",1000,498,1,108,"MBI",40,0
23070,"Otternhagener Moor","NS",2024-06-18,"N","Nord",1000,498,2,108,"MBI",40,0
23070,"Otternhagener Moor","NS",2024-06-18,"N","Nord",1000,498,3,108,"MBI",40,0
23070,"Otternhagener Moor","NS",2024-06-18,"N","Nord",1000,498,4,NA,"FLB",100,0
23070,"Otternhagener Moor","NS",2024-06-18,"E","Ost",1000,438,1,108,"MBI",20,0
23070,"Otternhagener Moor","NS",2024-06-18,"E","Ost",1000,438,2,108,"MBI",30,0
23070,"Otternhagener Moor","NS",2024-06-18,"E","Ost",1000,438,3,108,"MBI",40,0
23070,"Otternhagener Moor","NS",2024-06-18,"E","Ost",1000,438,4,108,"MBI",20,0
23070,"Otternhagener Moor","NS",2024-06-18,"E","Ost",1000,438,5,108,"MBI",40,0
23070,"Otternhagener Moor","NS",2024-06-18,"S","Süd",1000,488,1,108,"MBI",30,0
23070,"Otternhagener Moor","NS",2024-06-18,"S","Süd",1000,488,2,108,"MBI",470,3
23070,"Otternhagener Moor","NS",2024-06-18,"S","Süd",1000,488,3,108,"MBI",540,2
23070,"Otternhagener Moor","NS",2024-06-18,"W","West",1000,368,1,108,"MBI",40,0
23081,"Rischmoor","NS",2024-06-17,"N","Nord",1000,426,1,108,"MBI",90,0
23081,"Rischmoor","NS",2024-06-17,"N","Nord",1000,426,2,207,"GFI",40,0
23081,"Rischmoor","NS",2024-06-17,"N","Nord",1000,426,3,121,"VBE",90,0
23081,"Rischmoor","NS",2024-06-17,"N","Nord",1000,426,4,121,"VBE",70,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,1,121,"VBE",30,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,2,121,"VBE",30,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,3,121,"VBE",35,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,4,121,"VBE",30,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,5,121,"VBE",20,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,6,121,"VBE",40,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,7,121,"VBE",85,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,8,121,"VBE",80,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,9,121,"VBE",50,0
23081,"Rischmoor","NS",2024-06-17,"E","Ost",1000,220,10,117,"SEI",25,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,1,121,"VBE",35,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,2,121,"VBE",50,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,3,121,"VBE",70,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,4,121,"VBE",50,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,5,121,"VBE",80,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,6,121,"VBE",55,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,7,117,"SEI",50,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,8,117,"SEI",30,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,9,121,"VBE",35,0
23081,"Rischmoor","NS",2024-06-17,"S","Süd",1000,350,10,121,"VBE",50,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,1,121,"VBE",40,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,2,121,"VBE",65,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,3,121,"VBE",50,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,4,207,"GFI",40,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,5,207,"GFI",90,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,6,121,"VBE",80,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,7,117,"SEI",20,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,8,121,"VBE",60,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,9,207,"GFI",75,0
23081,"Rischmoor","NS",2024-06-17,"W","West",1000,350,10,207,"GFI",45,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,1,207,"GFI",25,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,2,207,"GFI",25,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,3,207,"GFI",20,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,4,207,"GFI",25,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,5,207,"GFI",20,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,6,207,"GFI",20,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,7,207,"GFI",25,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,8,207,"GFI",25,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,9,207,"GFI",25,0
36030,"Spitziger Berg","TH",2024-08-19,"N","Nord",1000,303,10,207,"GFI",25,0
36030,"Spitziger Berg","TH",2024-08-19,"E","Ost",1000,499,1,121,"VBE",37,0
36030,"Spitziger Berg","TH",2024-08-19,"E","Ost",1000,499,2,207,"GFI",63,0
36030,"Spitziger Berg","TH",2024-08-19,"E","Ost",1000,499,3,207,"GFI",35,0
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,1,207,"GFI",132,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,2,207,"GFI",183,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,3,207,"GFI",135,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,4,207,"GFI",160,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,5,207,"GFI",205,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,6,207,"GFI",170,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,7,207,"GFI",215,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,8,207,"GFI",220,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,9,207,"GFI",280,1
36030,"Spitziger Berg","TH",2024-08-19,"S","Süd",1000,206,10,207,"GFI",300,1
36030,"Spitziger Berg","TH",2024-08-19,"w","West",1000,404,1,121,"VBE",20,0
36030,"Spitziger Berg","TH",2024-08-19,"w","West",1000,404,2,121,"VBE",20,0
36030,"Spitziger Berg","TH",2024-08-19,"w","West",1000,404,3,121,"VBE",25,0
36030,"Spitziger Berg","TH",2024-08-19,"w","West",1000,404,4,111,"RBU",30,0
36030,"Spitziger Berg","TH",2024-08-19,"w","West",1000,404,5,121,"VBE",25,0
