"MoMoK_Nr","Name","Bundeland","Datum_Aufnahme","Nr_PK","BNr","ZW","St","Baumart (Code)","Baumart","Schi","Kraft","Alt","Alt-Meth","BHD [mm]","BHD Hoehe [cm]","Permanent-Maßband","Punktdendrometer","BHD Stufen","Hoehe [dm]","Kronenansatz [dm]","Distanz [cm]","Azimut [Gon]","Azimut [°]","Bemerkung"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",31,NA,0,207,"GFI",1,"3","41",1,194,130,0,0,3,120,108,1120,"283",254.7,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",32,NA,0,207,"GFI",1,"2","48",2,263,130,0,0,5,193,96,350,"295",265.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",33,NA,0,207,"GFI",1,"1","41",1,335,130,0,0,6,207,101,820,"295",265.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",34,NA,0,207,"GFI",1,"4","41",1,136,130,0,0,2,116,95,1200,"305",274.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",35,NA,0,207,"GFI",1,"1","41",1,282,130,0,0,5,191,120,1000,"330",297,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",36,NA,0,207,"GFI",1,"3","41",1,219,130,0,0,4,123,99,1150,"349",314.1,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",37,NA,0,207,"GFI",1,"4","41",1,100,130,0,0,2,108,84,1200,"360",324,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",38,NA,0,207,"GFI",1,"2","47",2,217,130,0,0,4,158,114,1190,"365",328.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",39,NA,0,207,"GFI",1,"3","41",1,141,130,0,0,2,133,92,1030,"366",329.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",40,NA,0,207,"GFI",1,"3","41",1,169,130,0,0,3,123,110,270,"367",330.3,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",41,NA,0,207,"GFI",1,"4","41",1,113,130,0,0,2,92,78,880,"367",330.3,"KBA"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",42,NA,0,207,"GFI",1,"4","41",1,76,130,0,0,1,74,65,900,"370",333,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",43,NA,0,207,"GFI",1,"2","41",1,194,130,0,0,3,174,122,140,"378",340.2,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"1",44,NA,0,207,"GFI",1,"2","50",2,235,130,0,0,4,180,119,740,"378",340.2,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",1,NA,0,207,"GFI",1,"3","41",1,160,130,0,0,3,128,87,490,"1.5",1.35,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",2,NA,0,207,"GFI",1,"2","41",1,254,130,0,0,5,169,73,460,"60",54,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",3,NA,0,207,"GFI",1,"4","41",1,129,130,0,0,2,105,92,770,"92",82.8,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",4,NA,0,207,"GFI",1,"4","41",1,106,130,0,0,2,74,59,1240,"97",87.3,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",5,NA,0,207,"GFI",1,"4","41",1,102,130,0,0,2,89,81,1090,"99",89.1,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",6,NA,0,207,"GFI",1,"4","41",1,82,130,0,0,1,60,44,1170,"100",90,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",7,NA,0,207,"GFI",1,"3","41",1,173,130,0,0,3,142,98,1060,"101",90.9,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",8,NA,0,207,"GFI",1,"3","41",1,160.8,130,1,0,3,124,100,670,"103",92.7,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",9,NA,0,207,"GFI",1,"3","41",1,143,130,0,0,2,116,103,960,"116",104.4,"KBA"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",10,NA,0,207,"GFI",1,"4","41",1,86,130,0,0,1,85,72,1140,"116",104.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",11,NA,0,207,"GFI",1,"4","41",1,115,130,0,0,2,107,96,1190,"117",105.3,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",12,NA,0,207,"GFI",1,"4","41",1,81,130,0,0,1,83,73,1260,"124",111.6,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",13,NA,0,207,"GFI",1,"2","41",2,201,130,0,0,4,155,91,1060,"131",117.9,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",14,NA,0,207,"GFI",1,"4","41",1,128,130,0,0,2,113,103,1200,"131",117.9,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",15,1,0,207,"GFI",1,"4","41",1,146,130,0,0,2,133,100,190,"135",121.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",16,1,0,207,"GFI",1,"2","41",1,181,130,0,0,3,143,89,210,"135",121.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",17,NA,0,207,"GFI",1,"1","41",1,257,130,0,0,5,177,97,880,"135",121.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",18,NA,0,207,"GFI",1,"4","41",1,96,130,0,0,1,96,77,1000,"149",134.1,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",19,NA,0,207,"GFI",1,"4","41",1,104,130,0,0,2,115,98,930,"151",135.9,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",20,NA,0,207,"GFI",1,"4","41",1,101,130,0,0,2,102,88,1220,"156",140.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",21,NA,0,207,"GFI",1,"1","39",2,268,130,1,0,5,170,95,970,"162",145.8,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",22,NA,0,207,"GFI",1,"2","41",1,197,130,0,0,3,157,121,630,"166",149.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",23,NA,0,207,"GFI",1,"4","41",1,109,130,0,0,2,103,85,630,"176",158.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",24,NA,0,207,"GFI",1,"4","41",1,100,130,0,0,2,71,62,1110,"178",160.2,"KBA"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",25,NA,0,207,"GFI",1,"3","41",1,164,130,0,0,3,137,106,590,"185",166.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",26,NA,0,207,"GFI",1,"2","41",1,232,130,0,0,4,166,128,960,"190",171,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",27,NA,0,207,"GFI",1,"4","41",1,130,130,0,0,2,112,88,750,"191",171.9,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",28,NA,0,207,"GFI",1,"2","41",1,198,130,0,0,3,161,126,890,"209",188.1,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",29,NA,0,207,"GFI",1,"3","41",1,155,130,0,0,3,135,101,1240,"213",191.7,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",30,NA,0,207,"GFI",1,"1","41",1,272,130,0,0,5,177,111,1130,"215",193.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",31,NA,0,207,"GFI",1,"4","41",1,115,130,0,0,2,110,98,850,"217",195.3,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",32,NA,0,207,"GFI",1,"2","38",2,230,130,0,0,4,169,101,870,"227",204.3,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",33,NA,0,207,"GFI",1,"2","41",1,193,130,0,0,3,173,125,1190,"233",209.7,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",34,NA,0,207,"GFI",1,"1","41",1,276.9,140,1,0,5,188,121,510,"236",212.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",35,NA,0,207,"GFI",1,"2","41",1,196,130,0,0,3,161,115,820,"236",212.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",36,NA,0,207,"GFI",1,"4","41",1,130,130,0,0,2,123,103,1090,"236",212.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",37,NA,0,207,"GFI",1,"3","41",1,151,130,0,0,3,150,128,1200,"240",216,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",38,NA,0,207,"GFI",1,"3","41",1,161,130,0,0,3,160,126,1110,"249",224.1,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",39,NA,0,207,"GFI",1,"3","41",1,170,130,0,0,3,177,136,980,"254",228.6,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",40,NA,0,207,"GFI",1,"4","41",1,132.5,130,1,0,2,139,102,480,"262",235.8,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",41,NA,0,207,"GFI",1,"2","41",1,243.5,130,1,0,4,173,119,280,"276",248.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",42,NA,0,207,"GFI",1,"3","41",1,164,130,0,0,3,129,93,670,"279",251.1,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",43,NA,0,207,"GFI",1,"2","41",1,253,130,0,0,5,173,109,460,"282",253.8,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",44,NA,0,207,"GFI",1,"4","41",1,127,130,0,0,2,102,82,1040,"282",253.8,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",45,NA,0,207,"GFI",1,"2","41",2,225,130,0,0,4,167,102,810,"298",268.2,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",46,NA,0,207,"GFI",1,"2","41",1,262,130,0,0,5,169,77,1180,"308",277.2,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",47,NA,0,207,"GFI",1,"3","41",1,155,130,0,0,3,144,120,650,"310.5",279.45,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",48,NA,0,207,"GFI",1,"4","41",1,135,130,0,0,2,116,104,1180,"315",283.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",49,NA,0,207,"GFI",1,"4","41",1,98,130,0,0,1,90,83,1120,"318",286.2,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",50,NA,0,207,"GFI",1,"2","41",1,207,130,0,0,4,164,128,1180,"331",297.9,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",51,NA,0,207,"GFI",1,"2","40",2,227,130,0,0,4,175,126,870,"333",299.7,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",52,NA,0,207,"GFI",1,"3","41",1,170,130,0,0,3,146,109,730,"334",300.6,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",53,NA,0,207,"GFI",1,"3","41",1,177,130,0,0,3,146,100,1070,"335",301.5,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",54,NA,0,207,"GFI",1,"2","38",2,226,130,0,0,4,172,114,390,"337.5",303.75,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",55,NA,0,207,"GFI",1,"4","41",1,110,130,0,0,2,85,72,1160,"342",307.8,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",56,NA,0,207,"GFI",1,"4","41",1,129,130,0,0,2,103,83,520,"346",311.4,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",57,NA,0,207,"GFI",1,"4","41",1,104,130,0,0,2,100,74,1140,"349",314.1,NA
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",58,NA,0,207,"GFI",1,"3","41",1,167,130,0,0,3,110,105,1030,"351",315.9,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",59,NA,0,207,"GFI",1,"3","41",1,156,130,0,0,3,93,84,860,"364.5",328.05,"KB"
34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN",2021-10-12,"2",60,NA,0,207,"GFI",1,"3","41",1,159,130,0,0,3,113,88,570,"380.5",342.45,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",1,NA,0,104,"SER",1,"2","NA",1,226,130,1,0,4,NA,NA,349,"84.444444444444358",76,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",2,NA,0,104,"SER",1,"2","NA",1,210,130,0,1,4,NA,NA,415,"77.7777777777777",70,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",3,NA,0,104,"SER",1,"4","NA",1,122,130,0,0,2,NA,NA,418,"84.444444444444358",76,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",4,NA,0,104,"SER",1,"4","NA",1,99,130,0,0,1,NA,NA,387,"99.999999999999901",90,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",5,NA,0,104,"SER",1,"3","NA",1,218,130,0,0,4,170,98,562,"71.111111111111043",64,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",6,NA,0,104,"SER",1,"2","NA",1,240,130,0,0,4,NA,NA,945,"83.333333333333258",75,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",7,NA,0,104,"SER",1,"2","NA",1,246,130,0,0,4,NA,NA,1041,"73.333333333333258",66,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",8,NA,0,104,"SER",1,"2","NA",1,210,130,0,0,4,NA,NA,1003,"109.9999999999999",99,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",9,NA,0,104,"SER",1,"2","NA",1,239,130,0,0,4,NA,NA,1208,"113.33333333333323",102,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",10,NA,0,104,"SER",1,"2","NA",1,191,130,0,0,3,152,116,500,"144.44444444444431",130,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",11,NA,0,104,"SER",1,"3","NA",1,110,130,0,0,2,160,107,547,"144.44444444444431",130,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",12,NA,0,104,"SER",1,"2","NA",1,226,120,0,0,4,NA,NA,672,"154.44444444444429",139,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",13,NA,0,104,"SER",1,"2","NA",1,182,120,0,0,3,NA,NA,929,"147.77777777777763",133,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",14,NA,0,104,"SER",1,"3","NA",1,126,130,0,0,2,NA,NA,341,"179.99999999999983",162,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",15,NA,0,104,"SER",1,"3","NA",1,86,120,0,0,1,116,90,357,"177.7777777777776",160,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",16,NA,0,104,"SER",1,"2","NA",1,160,110,0,0,3,NA,NA,386,"173.33333333333317",156,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",17,NA,0,104,"SER",1,"2","NA",1,146,110,0,0,2,NA,NA,541,"181.11111111111094",163,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",18,NA,0,104,"SER",1,"2","NA",1,184,130,0,0,3,NA,NA,1004,"171.11111111111094",154,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",19,NA,0,104,"SER",1,"2","NA",1,210,120,0,0,4,NA,NA,463,"226.66666666666646",204,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",20,NA,0,104,"SER",1,"2","NA",1,157,120,1,0,3,NA,NA,482,"233.33333333333312",210,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",21,NA,0,104,"SER",1,"2","NA",1,117,130,0,0,2,NA,NA,1078,"217.77777777777757",196,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",22,NA,0,104,"SER",1,"2","NA",1,172,130,0,0,3,NA,NA,1157,"213.33333333333314",192,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",23,NA,0,104,"SER",1,"2","NA",1,180,130,0,0,3,NA,NA,309,"257.77777777777754",232,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",24,NA,0,104,"SER",1,"2","NA",1,161,130,0,0,3,NA,NA,850,"269.99999999999972",243,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",25,NA,0,104,"SER",1,"2","NA",1,127,130,0,0,2,NA,NA,1062,"267.77777777777754",241,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",26,NA,0,104,"SER",1,"2","NA",1,120,130,0,0,2,NA,NA,1141,"263.33333333333309",237,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-20,"MB",27,NA,0,104,"SER",1,"3","NA",1,106,130,0,0,2,NA,NA,1095,"257.77777777777754",232,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-21,"MB",28,NA,0,104,"SER",1,"2","NA",1,166,130,0,0,3,NA,NA,1085,"252.22222222222197",227,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-22,"MB",29,NA,0,104,"SER",1,"2","NA",1,100,130,0,0,2,NA,NA,566,"305.55555555555526",275,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-23,"MB",30,NA,0,104,"SER",1,"2","NA",1,175,130,0,0,3,NA,NA,892,"293.33333333333303",264,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-24,"MB",31,NA,0,104,"SER",1,"2","NA",1,226,110,1,0,4,NA,NA,368,"357.77777777777743",322,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-25,"MB",32,NA,0,104,"SER",1,"2","NA",1,225,120,0,0,4,NA,NA,713,"346.66666666666634",312,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-26,"MB",33,NA,0,104,"SER",1,"2","NA",1,134,130,0,0,2,NA,NA,917,"353.33333333333297",318,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-27,"MB",34,NA,0,104,"SER",1,"2","NA",1,173,130,0,0,3,NA,NA,897,"348.88888888888857",314,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-28,"MB",35,NA,0,104,"SER",1,"2","NA",1,176,120,0,0,3,NA,NA,929,"349.99999999999966",315,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-29,"MB",36,NA,0,104,"SER",2,NA,"NA",1,85,110,0,0,1,62,54,1173,"346.66666666666634",312,NA
32010,"Buxpfuhl/Melchow","BB",2022-04-30,"MB",37,NA,0,104,"SER",2,NA,"NA",1,104,130,0,0,2,117,79,1072,"344.44444444444412",310,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-01,"MB",38,1,0,104,"SER",1,"2","NA",1,164,130,0,0,3,NA,NA,1154,"351.1111111111108",316,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-02,"MB",39,1,0,104,"SER",1,"2","NA",1,122,130,0,0,2,NA,NA,1177,"349.99999999999966",315,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-03,"MB",40,1,0,104,"SER",1,"2","NA",1,188,130,0,0,3,NA,NA,1165,"355.5555555555552",320,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-04,"MB",41,NA,0,104,"SER",1,"2","NA",1,185,130,0,0,3,NA,NA,822,"373.33333333333297",336,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-05,"MB",42,1,0,104,"SER",1,"2","NA",1,215,130,0,0,4,NA,NA,880,"398.88888888888852",359,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-06,"MB",43,1,0,104,"SER",1,"3","NA",1,130,130,0,0,2,NA,NA,870,"2.2222222222222201",2,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-07,"MB",44,1,0,104,"SER",1,"3","NA",1,140,130,0,0,2,NA,NA,1130,"4.4444444444444402",4,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-08,"MB",45,1,0,104,"SER",1,"3","NA",1,178,130,0,0,3,NA,NA,1126,"8.8888888888888804",8,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-09,"MB",46,NA,0,104,"SER",1,"2","NA",1,233,130,0,1,4,NA,NA,617,"21.111111111111089",19,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-10,"MB",47,NA,0,104,"SER",1,"2","NA",1,203,130,0,0,4,NA,NA,848,"33.3333333333333",30,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-11,"MB",48,NA,0,104,"SER",1,"2","NA",1,216,130,0,0,4,NA,NA,895,"37.777777777777743",34,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-12,"MB",49,NA,0,104,"SER",1,"2","NA",1,242,130,0,1,4,NA,NA,391,"36.666666666666629",33,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-13,"MB",50,NA,0,104,"SER",1,"1","NA",1,421,130,0,0,9,212,156,752,"52.222222222222172",47,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-14,"MB",51,1,0,104,"SER",1,"3","NA",1,143,130,0,0,2,NA,NA,1120,"53.333333333333286",48,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-15,"MB",52,1,0,104,"SER",1,"3","NA",1,142,130,0,0,2,NA,NA,1137,"55.5555555555555",50,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-16,"MB",53,1,0,104,"SER",1,"3","NA",1,168,130,0,0,3,NA,NA,1142,"56.666666666666615",51,NA
32010,"Buxpfuhl/Melchow","BB",2022-05-17,"MB",54,1,0,104,"SER",1,"3","NA",1,163,130,0,0,3,NA,NA,1140,"57.777777777777722",52,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",1,NA,0,108,"MBI",1,"2","NA",1,112,130,0,0,2,85,24,241,"289.99999999999972",261,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",2,NA,0,108,"MBI",1,"2","NA",1,100,130,0,0,2,93,22,934,"286.6666666666664",258,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",3,NA,0,108,"MBI",1,"2","NA",1,87,130,0,0,1,102,37,1013,"288.88888888888863",260,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",4,NA,0,108,"MBI",1,"2","NA",1,75,130,0,0,1,80,13,1247,"281.11111111111086",253,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",5,NA,0,108,"MBI",1,"2","NA",1,78,130,0,0,1,77,20,506,"318.88888888888857",287,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",6,NA,0,108,"MBI",1,"2","NA",1,78,130,0,1,1,NA,NA,511,"307.77777777777749",277,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",7,NA,0,108,"MBI",1,"2","NA",1,90,130,0,0,1,NA,NA,635,"311.1111111111108",280,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",8,NA,0,108,"MBI",1,"2","NA",1,77,130,0,0,1,NA,NA,391,"342.22222222222189",308,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",9,NA,0,108,"MBI",1,"2","NA",1,76,130,0,1,1,NA,NA,519,"361.11111111111074",325,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",10,NA,0,108,"MBI",1,"2","NA",1,95,130,0,0,1,NA,NA,799,"377.77777777777743",340,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",11,NA,0,108,"MBI",1,"2","NA",1,82,130,0,0,1,NA,NA,903,"373.33333333333297",336,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",12,NA,0,108,"MBI",1,"2","NA",1,95,130,0,0,1,NA,NA,1064,"371.11111111111074",334,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",13,NA,0,108,"MBI",1,"2","NA",1,106,130,0,0,2,83,17,244,"29.999999999999972",27,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",14,NA,0,108,"MBI",1,"2","NA",1,108,130,0,0,2,NA,NA,612,"33.3333333333333",30,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",15,NA,0,108,"MBI",1,"2","NA",1,80,130,0,0,1,NA,NA,585,"22.2222222222222",20,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",16,NA,0,108,"MBI",1,"2","NA",1,95,130,0,0,1,NA,NA,911,"72.222222222222157",65,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",17,NA,0,108,"MBI",1,"2","NA",1,90,130,0,0,1,NA,NA,867,"84.444444444444358",76,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",18,NA,0,108,"MBI",1,"2","NA",1,103,130,0,0,2,NA,NA,678,"104.44444444444434",94,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",19,NA,0,108,"MBI",1,"2","NA",1,77,130,0,0,1,NA,NA,1110,"119.99999999999989",108,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",20,1,0,108,"MBI",1,"2","NA",1,96,130,0,0,1,NA,NA,971,"156.66666666666652",141,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",21,1,0,108,"MBI",1,"2","NA",1,103,130,0,0,2,NA,NA,986,"156.66666666666652",141,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",22,NA,0,108,"MBI",1,"2","NA",1,78,130,0,0,1,NA,NA,1100,"187.7777777777776",169,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",23,NA,0,108,"MBI",1,"2","NA",1,72,130,0,0,1,NA,NA,975,"187.7777777777776",169,NA
32050,"Stromtrasse/Spechti","BB",2022-05-05,"MB",24,NA,0,108,"MBI",1,"2","NA",1,95,130,0,0,1,NA,NA,729,"191.11111111111092",172,NA
